Persons,92,,,10.,Idiopathic intellectual disability,,35.3,1.1,10.3,14.1,9.9,1.5,5.2,3.1,6.6,0.1,0.2,145.4,0.1,2.6,4.7,0.1,2.9,0.4,3.7,1.1,0.7,75.4,0.1,2.0,8.5,6.1,7.8,7.8,9.3,0.1,3.9,18.1,4.7,376.1,14.4,0.4,1.3,1.5,8.1,1.2,2.5,0.3,3.0,7.7,32.5,2.5,0.3,2.0,4.3,21.7,2.0,0.4,3.9,0.4,153.5,0.1,3.3,25.5,0.7,0.5,1.9,22.9,6.6,3.4,8.7,6.7,0.7,0.2,6.9,3.0,6.7,0.1,753.2,85.5,15.7,12.7,1.5,3.6,23.5,0.6,30.9,1.2,6.3,23.3,0.8,4.2,8.7,0.6,1.0,1.2,2.2,1.5,1.1,0.2,15.4,5.8,6.3,0.1,9.2,0.2,2.0,0.2,33.0,1.2,0.2,12.7,14.1,22.5,0.9,29.7,7.2,1.2,2.3,17.8,128.9,1.8,0.7,156.8,1.1,3.6,3.4,9.2,36.9,11.0,3.6,0.5,15.2,1.1,7.0,40.1,6.3,6.6,5.5,2.9,2.9,1.2,1.6,0.6,0.2,17.4,21.7,7.1,25.4,2.9,24.4,0.1,0.6,2.9,3.1,6.1,6.1,10.5,0.7,0.8,2.3,0.3,2.3,20.8,2.3,21.1,14.0,2.8,21.1,20.4,163.4,1.0,12.0,13.1,22.1,23.4,6.8,8.0,,4,3,4,4,3,3,1,1,3,3,3,4,3,1,1,1,4,4,4,4,4,1,3,3,4,4,4,4,1,4,4,4,1,2,1,4,4,1,4,1,1,1,1,4,4,1,4,3,3,3,3,4,4,1,4,3,1,1,4,4,3,1,4,3,3,4,4,3,3,4,1,1,3,4,3,3,1,1,1,3,1,3,1,4,1,1,4,1,4,4,4,4,1,1,4,4,3,3,4,1,4,1,1,4,3,3,4,4,4,4,1,1,3,4,4,1,3,4,1,4,3,3,1,4,3,3,1,1,1,1,4,3,4,1,4,1,1,1,4,4,3,4,1,3,4,1,4,1,1,4,3,3,1,4,4,1,4,3,3,4,1,4,1,4,1,1,3,1,4,4,4,4,,,,,,,
Persons,93,,,11.,Other mental and behavioural disorders,,13.8,0.8,12.4,5.4,15.0,0.9,6.5,2.2,2.4,0.1,0.3,28.1,0.1,2.7,4.4,0.1,1.9,0.1,2.3,1.6,0.7,77.2,0.1,1.6,3.0,3.0,2.5,4.8,12.1,0.1,1.0,2.6,4.1,248.6,10.7,0.2,1.1,1.1,4.6,4.9,3.0,0.2,2.5,6.3,18.1,2.2,0.2,2.1,3.4,16.6,1.5,0.2,1.4,0.4,17.7,0.3,1.6,36.0,0.4,0.3,1.4,42.3,5.5,2.8,3.0,2.4,0.3,0.3,4.2,1.8,2.9,0.1,205.4,41.8,26.8,7.0,1.0,2.2,21.1,0.7,34.1,1.7,6.4,9.5,0.7,1.8,1.1,0.6,1.0,0.8,0.8,1.7,0.9,0.2,4.9,3.1,5.8,0.1,2.9,0.1,0.7,0.3,22.9,1.7,0.2,10.9,5.3,9.6,0.7,5.2,6.9,1.2,1.2,3.1,35.5,1.8,0.7,34.3,1.0,2.2,1.4,6.6,18.1,10.1,2.9,0.5,12.1,0.7,4.4,38.1,3.1,6.4,2.5,7.5,1.5,0.8,1.2,0.7,0.1,2.4,23.1,2.9,11.3,6.3,9.2,0.1,0.4,3.2,2.9,4.5,1.9,12.6,0.5,0.2,1.4,0.5,3.0,22.8,3.2,8.4,10.6,1.9,21.9,10.9,121.4,1.5,6.5,5.8,16.3,7.0,3.4,4.8,,4,3,4,4,3,3,1,1,3,3,3,4,3,1,1,1,4,4,4,4,4,1,3,3,4,4,4,4,1,4,4,4,1,2,1,4,4,1,4,1,1,1,1,4,4,1,4,3,3,3,3,4,4,1,4,3,1,1,4,4,3,1,4,3,3,4,4,3,3,4,1,1,3,4,3,3,1,1,1,3,1,3,1,4,1,1,4,1,4,4,4,4,1,1,4,4,3,3,4,1,4,1,1,4,3,3,4,4,4,4,1,1,3,4,4,1,3,4,1,4,3,3,1,4,3,3,1,1,1,1,4,3,4,1,4,1,1,1,4,4,3,4,1,3,4,1,4,1,1,4,3,3,1,4,4,1,4,3,3,4,1,4,1,4,1,1,3,1,4,4,4,4,,,,,,,
Persons,94,,F.,Neurological conditions,,,166.9,38.2,321.6,319.3,385.2,35.1,405.5,130.8,111.7,4.4,9.4,2277.1,4.1,108.3,253.2,3.7,169.3,16.7,118.2,43.0,21.0,2356.9,2.5,88.9,264.2,151.4,128.1,452.0,665.5,5.9,39.1,197.7,238.4,7772.3,459.2,9.1,44.2,57.5,422.7,62.3,172.1,11.7,142.7,166.3,772.2,117.1,10.7,83.8,141.1,558.7,64.2,10.1,60.1,19.0,747.1,7.5,150.5,1284.1,14.9,29.4,51.6,1546.5,403.7,152.9,141.5,203.7,28.9,10.6,131.1,75.9,164.7,5.8,14697.8,2083.8,606.1,208.5,62.7,105.2,1223.0,31.5,1542.1,43.1,166.3,487.2,16.9,57.5,46.5,29.3,32.6,23.4,56.5,37.4,43.3,8.1,233.5,131.8,224.8,3.7,243.1,6.9,48.8,13.3,1185.5,28.7,6.9,306.3,368.2,472.4,20.1,421.4,321.3,66.3,62.8,245.1,2957.7,95.8,19.6,3070.8,43.9,62.5,60.1,270.1,751.6,475.1,166.9,13.3,626.0,41.2,263.8,1495.8,119.7,179.2,194.3,137.0,158.2,21.1,70.0,28.4,4.4,136.3,648.6,153.7,969.4,200.4,445.8,4.6,13.8,206.3,171.1,126.3,95.6,575.3,22.5,8.0,116.0,17.9,78.5,696.6,68.2,494.0,528.7,52.7,1244.5,583.0,6363.7,58.3,315.7,286.9,838.0,151.7,177.9,117.2,,4,3,4,4,3,3,1,1,3,3,3,4,3,1,1,1,4,4,4,4,4,1,3,3,4,4,4,4,1,4,4,4,1,2,1,4,4,1,4,1,1,1,1,4,4,1,4,3,3,3,3,4,4,1,4,3,1,1,4,4,3,1,4,3,3,4,4,3,3,4,1,1,2,4,3,3,1,1,1,3,1,3,1,4,1,1,4,1,4,4,4,4,1,1,4,4,3,3,4,1,4,1,1,4,3,3,4,4,4,4,1,1,3,4,4,1,3,4,1,4,3,3,1,4,3,3,1,1,1,1,4,3,4,1,4,1,1,1,4,4,3,4,1,3,4,1,4,1,1,4,3,3,1,4,4,1,4,3,3,4,1,4,1,4,1,1,3,1,4,4,4,4,,,,,,,
Persons,95,,,1.,Alzheimer's disease and other dementias,,11.9,7.9,37.1,19.3,149.9,7.4,197.9,58.1,11.2,0.8,0.7,117.5,0.9,35.3,141.3,0.4,7.2,0.7,10.4,12.0,1.8,545.2,0.4,29.6,10.2,6.8,12.6,21.1,388.7,0.7,3.5,7.4,88.2,2560.6,58.3,0.5,3.5,11.2,17.4,24.1,77.9,4.7,53.7,33.3,45.7,65.5,0.8,15.6,22.1,79.0,8.9,0.9,2.7,6.8,54.5,1.0,97.9,714.8,2.1,1.3,12.8,788.6,22.8,69.6,13.4,9.3,1.2,0.8,14.7,7.1,78.5,3.1,890.0,196.1,129.8,26.5,27.3,47.5,648.4,6.5,824.6,5.4,27.8,30.2,1.4,5.3,3.5,12.0,7.2,2.2,2.4,5.6,14.0,3.6,13.1,9.7,21.1,0.5,10.8,3.0,2.6,1.9,177.0,2.2,2.1,36.1,22.1,40.7,1.8,21.2,171.9,32.3,6.0,9.3,141.7,53.4,1.9,133.7,6.6,4.2,6.9,34.3,60.0,150.8,74.1,0.9,236.6,13.1,88.4,497.5,7.2,17.5,9.8,46.1,5.4,6.1,18.8,8.5,0.5,6.5,90.0,9.0,552.3,31.7,27.3,0.7,1.1,120.0,97.8,16.0,5.5,104.0,5.3,0.5,4.5,3.6,15.6,105.7,5.3,27.8,169.4,1.5,599.3,39.4,3776.9,27.2,26.6,38.7,133.1,11.1,8.7,9.9,,4,3,4,4,3,3,1,1,3,3,3,4,3,1,1,1,4,4,4,4,4,1,3,3,4,4,4,4,1,4,4,4,1,2,1,4,4,1,4,1,1,1,1,4,4,1,4,3,3,3,3,4,4,1,4,3,1,1,4,4,3,1,4,3,3,4,4,3,3,4,1,1,3,4,3,3,1,1,1,3,1,3,1,4,1,1,4,1,4,4,4,4,1,1,4,4,3,3,4,1,4,1,1,4,3,3,4,4,4,4,1,1,3,4,4,1,3,4,1,4,3,3,1,4,3,3,1,1,1,1,4,3,4,1,4,1,1,1,4,4,3,4,1,3,4,1,4,1,1,4,3,3,1,4,4,1,4,3,3,4,1,4,1,4,1,1,3,1,4,4,4,4,,,,,,,
Persons,96,,,2.,Parkinson's disease,,2.4,1.4,4.4,5.5,22.5,0.5,21.5,12.1,1.0,0.2,0.2,23.1,0.2,3.5,17.2,0.1,3.6,0.2,2.9,1.9,0.6,65.3,0.1,5.7,3.6,2.1,1.6,7.4,31.9,0.2,1.0,3.0,11.4,373.2,7.2,0.2,1.2,1.6,6.8,5.3,10.1,0.6,3.9,8.8,18.0,6.3,0.2,2.6,4.7,6.4,1.2,0.3,1.5,1.2,20.3,0.1,9.5,81.9,0.5,0.4,0.8,125.7,8.3,8.9,2.5,3.9,0.6,0.3,2.8,1.0,7.4,0.4,130.6,39.6,12.2,3.2,4.4,4.1,75.4,1.3,108.4,0.9,2.2,9.5,0.3,0.5,0.6,0.9,0.8,0.5,1.0,0.8,2.1,0.5,3.6,2.8,11.4,0.1,4.7,0.5,1.0,0.3,26.4,0.2,0.2,8.9,5.9,8.5,0.4,4.9,22.6,3.7,1.1,5.2,53.0,5.0,0.3,27.7,1.4,0.7,1.1,7.6,12.4,16.0,10.6,0.5,49.6,0.6,9.8,32.7,2.2,3.4,5.1,10.7,1.7,0.5,1.8,1.8,0.1,1.5,19.1,3.0,56.8,4.3,9.3,0.0,0.3,10.5,10.6,1.7,0.6,9.3,1.3,0.1,1.9,1.2,2.2,14.6,0.6,8.8,12.3,0.4,92.6,12.1,366.0,3.9,2.4,5.8,19.2,1.9,2.5,2.2,,4,3,4,4,3,3,1,1,3,3,3,4,3,1,1,1,4,4,4,4,4,1,3,3,4,4,4,4,1,4,4,4,1,2,1,4,4,1,4,1,1,1,1,4,4,1,4,3,3,3,3,4,4,1,4,3,1,1,4,4,3,1,4,3,3,4,4,3,3,4,1,1,3,4,3,3,1,1,1,3,1,3,1,4,1,1,4,1,4,4,4,4,1,1,4,4,3,3,4,1,4,1,1,4,3,3,4,4,4,4,1,1,3,4,4,1,3,4,1,4,3,3,1,4,3,3,1,1,1,1,4,3,4,1,4,1,1,1,4,4,3,4,1,3,4,1,4,1,1,4,3,3,1,4,4,1,4,3,3,4,1,4,1,4,1,1,3,1,4,4,4,4,,,,,,,
Persons,97,,,3.,Epilepsy,,76.3,7.1,71.5,184.8,51.3,6.9,21.5,9.9,26.6,0.8,2.1,417.2,0.7,14.6,16.6,0.6,104.1,2.4,55.3,6.8,10.1,513.4,0.4,12.5,173.2,109.2,44.8,298.3,27.8,2.4,19.4,132.1,61.3,1672.5,171.4,5.9,22.5,18.3,284.8,9.0,18.0,1.0,16.1,40.6,455.5,8.7,6.4,20.6,53.9,132.6,25.5,4.9,40.4,3.2,483.9,2.7,7.8,98.6,6.1,18.1,7.4,147.3,235.4,12.2,67.7,129.6,18.8,3.0,33.4,37.7,16.6,0.4,3351.1,654.8,200.5,51.9,5.4,9.4,59.0,8.4,108.2,11.4,46.2,305.5,5.2,20.0,15.4,4.1,6.6,12.1,34.9,5.4,6.8,0.7,156.9,80.4,59.6,0.8,156.1,0.5,26.3,3.4,400.7,9.4,1.0,86.0,252.0,159.2,9.4,69.4,22.6,4.1,28.1,159.6,1897.7,8.6,5.5,697.6,18.2,30.5,19.2,101.0,273.9,76.7,12.4,3.0,47.8,7.3,42.1,204.5,76.6,50.7,109.0,17.5,111.8,3.5,11.0,3.6,1.9,95.6,266.4,102.8,47.5,60.7,293.5,1.5,6.9,11.1,5.9,28.1,45.8,122.6,3.9,3.1,75.3,3.6,13.9,188.6,26.8,338.2,74.6,15.8,99.0,373.4,344.7,6.1,107.0,127.8,198.7,57.5,124.7,56.6,,4,3,4,4,3,3,1,1,3,3,3,4,3,1,1,1,4,4,4,4,4,1,3,3,4,4,4,4,1,4,4,4,1,2,1,4,4,1,4,1,1,1,1,4,4,1,4,3,3,3,3,4,4,1,4,3,1,1,4,4,3,1,4,3,3,4,4,3,3,4,1,1,2,4,3,3,1,1,1,3,1,3,1,4,1,1,4,1,4,4,4,4,1,1,4,4,3,3,4,1,4,1,1,4,3,3,4,4,4,4,1,1,3,4,4,1,3,4,1,4,3,3,1,4,3,3,1,1,1,1,4,3,4,1,4,1,1,1,4,4,3,4,1,3,4,1,4,1,1,4,3,3,1,4,4,1,4,3,3,4,1,4,1,4,1,1,3,1,4,4,4,4,,,,,,,
Persons,98,,,4.,Multiple sclerosis,,2.8,1.4,5.6,2.4,8.6,0.5,6.9,4.7,1.2,0.1,0.3,13.0,0.1,3.4,7.4,0.0,1.0,0.1,0.8,1.3,0.2,22.0,0.0,2.5,1.5,1.3,0.9,2.0,21.3,0.0,0.3,1.0,3.0,165.3,4.7,0.1,0.4,0.4,2.4,1.9,2.3,0.2,4.7,3.8,5.8,4.9,0.1,0.8,0.9,3.9,0.5,0.1,0.6,0.7,6.9,0.1,3.0,29.6,0.1,0.2,0.7,51.8,2.5,4.4,0.8,1.1,0.2,0.5,3.0,0.9,4.4,0.2,96.2,15.3,10.0,2.5,2.2,1.6,28.7,0.3,15.1,0.9,3.1,3.7,0.2,0.7,0.3,1.1,0.3,0.2,0.3,0.5,1.7,0.2,1.8,1.1,1.4,0.0,1.3,0.1,0.3,0.1,18.0,0.6,0.3,5.9,2.7,4.3,0.2,2.7,10.6,2.0,0.5,1.2,14.9,4.3,0.2,17.0,0.3,0.6,0.5,1.9,5.4,24.1,3.4,0.5,6.2,0.9,5.9,45.2,1.0,1.9,1.2,6.0,0.8,0.4,2.0,1.4,0.0,0.8,5.4,1.2,13.1,1.4,4.0,0.0,0.1,6.3,5.6,1.5,0.8,4.6,0.6,0.0,0.6,0.2,1.2,11.4,0.9,3.4,15.4,0.7,57.2,4.3,185.9,0.9,2.9,2.7,5.7,1.7,1.3,0.8,,4,3,4,4,3,3,1,1,3,3,3,4,3,1,1,1,4,4,4,4,4,1,3,3,4,4,4,4,1,4,4,4,1,2,1,4,4,1,4,1,1,1,1,4,4,1,4,3,3,3,3,4,4,1,4,3,1,1,4,4,3,1,4,3,3,4,4,3,3,4,1,1,3,4,3,3,1,1,1,3,1,3,1,4,1,1,4,1,4,4,4,4,1,1,4,4,3,3,4,1,4,1,1,4,3,3,4,4,4,4,1,1,3,4,4,1,3,4,1,4,3,3,1,4,3,3,1,1,1,1,4,3,4,1,4,1,1,1,4,4,3,4,1,3,4,1,4,1,1,4,3,3,1,4,4,1,4,3,3,4,1,4,1,4,1,1,3,1,4,4,4,4,,,,,,,
Persons,99,,,5.,Migraine,,52.7,12.4,85.9,38.6,82.7,10.7,92.9,25.1,34.4,1.2,3.0,622.1,0.9,32.6,37.2,0.9,29.1,3.0,26.9,15.2,4.6,674.5,0.9,28.4,46.5,9.6,47.4,63.7,100.6,1.7,9.2,33.6,33.3,1919.0,123.9,0.7,8.7,13.7,58.2,15.1,37.5,2.7,41.2,45.2,126.0,15.2,1.0,30.9,35.2,171.6,17.3,1.5,6.1,4.4,68.4,2.3,18.1,149.5,3.4,5.1,15.6,216.7,78.1,37.6,36.3,33.1,4.9,2.3,29.2,20.5,38.7,1.1,4502.8,810.0,135.2,63.6,15.4,24.3,246.0,8.6,207.4,14.8,57.4,44.0,7.4,18.7,20.5,7.0,10.9,4.4,12.1,13.6,10.5,1.8,22.4,15.0,84.0,1.1,40.3,1.4,11.5,4.4,297.9,10.0,2.4,72.5,24.0,180.4,5.1,105.8,48.4,12.3,15.8,44.5,435.5,11.3,7.4,669.6,10.1,17.1,22.3,82.1,296.0,150.2,35.6,4.7,207.1,12.1,86.8,453.1,11.6,53.0,40.4,37.0,17.4,5.0,21.6,8.1,1.3,9.6,123.6,11.0,174.8,70.0,38.2,1.7,2.6,31.8,26.9,45.6,25.8,238.8,8.3,2.9,19.7,4.5,20.4,203.1,18.1,33.2,160.8,22.2,230.0,51.2,669.6,7.2,98.7,75.1,321.0,46.5,13.2,28.1,,4,3,4,4,3,3,1,1,3,3,3,4,3,1,1,1,4,4,4,4,4,1,3,3,4,4,4,4,1,4,4,4,1,2,1,4,4,1,4,1,1,1,1,4,4,1,4,3,3,3,3,4,4,1,4,3,1,1,4,4,3,1,4,3,3,4,4,3,3,4,1,1,3,4,3,3,1,1,1,3,1,3,1,4,1,1,4,1,4,4,4,4,1,1,4,4,3,3,4,1,4,1,1,4,3,3,4,4,4,4,1,1,3,4,4,1,3,4,1,4,3,3,1,4,3,3,1,1,1,1,4,3,4,1,4,1,1,1,4,4,3,4,1,3,4,1,4,1,1,4,3,3,1,4,4,1,4,3,3,4,1,4,1,4,1,1,3,1,4,4,4,4,,,,,,,
Persons,100,,,6.,Non-migraine headache,,5.6,0.9,9.9,3.7,10.7,0.9,6.3,2.7,2.7,0.1,0.4,38.1,0.1,2.9,3.5,0.1,2.0,0.2,2.4,1.2,0.5,51.5,0.1,2.3,3.1,1.8,3.7,4.2,10.7,0.1,0.9,2.2,4.5,390.9,12.2,0.1,0.9,1.3,4.0,1.3,3.3,0.2,3.3,6.7,12.2,1.7,0.2,2.5,3.8,19.8,1.5,0.2,1.2,0.4,17.2,0.2,1.7,16.9,0.3,0.3,1.3,29.1,5.3,3.5,3.2,2.2,0.3,0.2,2.3,1.8,3.1,0.1,304.4,63.3,20.8,7.0,1.4,2.1,20.2,0.7,34.0,1.7,4.5,8.3,0.9,1.4,1.5,0.6,1.3,0.4,0.8,1.5,0.9,0.2,4.2,2.9,7.7,0.1,2.7,0.1,0.8,0.4,30.8,0.8,0.2,8.3,4.6,14.4,0.5,6.3,5.2,1.2,1.4,2.9,32.2,1.5,0.9,41.4,1.0,1.6,1.6,7.4,23.1,11.7,3.4,0.6,12.8,1.1,6.7,42.9,2.2,7.2,2.7,2.9,1.2,0.9,1.7,0.6,0.1,1.8,12.5,2.1,14.6,5.7,7.2,0.1,0.3,3.0,2.5,5.1,1.9,19.9,0.6,0.2,1.3,0.4,3.0,19.5,1.4,6.2,14.3,2.8,19.0,8.7,101.8,0.9,7.4,7.6,25.5,5.0,2.5,2.8,,4,3,4,4,3,3,1,1,3,3,3,4,3,1,1,1,4,4,4,4,4,1,3,3,4,4,4,4,1,4,4,4,1,2,1,4,4,1,4,1,1,1,1,4,4,1,4,3,3,3,3,4,4,1,4,3,1,1,4,4,3,1,4,3,3,4,4,3,3,4,1,1,3,4,3,3,1,1,1,3,1,3,1,4,1,1,4,1,4,4,4,4,1,1,4,4,3,3,4,1,4,1,1,4,3,3,4,4,4,4,1,1,3,4,4,1,3,4,1,4,3,3,1,4,3,3,1,1,1,1,4,3,4,1,4,1,1,1,4,4,3,4,1,3,4,1,4,1,1,4,3,3,1,4,4,1,4,3,3,4,1,4,1,4,1,1,3,1,4,4,4,4,,,,,,,
Persons,101,,,7.,Other neurological conditions,,15.2,7.0,107.2,64.9,59.6,8.2,58.6,18.2,34.7,1.2,2.7,1046.1,1.3,15.9,30.1,1.6,22.3,10.2,19.6,4.6,3.4,484.8,0.5,7.9,26.1,20.5,17.2,55.4,84.4,0.8,4.7,18.4,36.7,690.9,81.4,1.5,7.0,11.1,49.2,5.6,23.1,2.2,19.7,27.8,109.0,14.7,2.0,10.8,20.4,145.5,9.2,2.2,7.5,2.3,96.0,1.1,12.4,192.8,2.4,4.0,13.0,187.5,51.2,16.6,17.5,24.5,2.9,3.6,45.7,6.8,16.0,0.6,5422.7,304.8,97.7,53.9,6.6,16.1,145.2,5.8,244.3,8.1,25.1,85.9,1.7,11.0,4.6,3.6,5.6,3.6,4.9,9.9,7.2,1.2,31.5,20.0,39.6,1.2,27.2,1.3,6.4,2.8,234.7,5.6,0.8,88.6,57.1,64.9,2.8,211.1,40.1,10.6,9.8,22.4,383.0,11.8,3.4,1483.8,6.3,7.8,8.4,35.8,80.8,45.5,27.4,3.1,65.9,6.2,24.2,219.9,19.0,45.5,26.1,16.7,19.9,4.7,13.1,4.3,0.6,20.5,131.6,24.8,110.2,26.5,66.3,0.5,2.5,23.7,21.7,28.2,15.1,76.1,2.5,1.2,12.8,4.6,22.2,153.7,15.1,76.5,81.8,9.3,147.6,94.0,918.9,12.0,70.7,29.2,134.7,27.9,25.0,16.9,,4,3,4,4,3,3,1,1,3,3,3,4,3,1,1,1,4,4,4,4,4,1,3,3,4,4,4,4,1,4,4,4,1,2,1,4,4,1,4,1,1,1,1,4,4,1,4,3,3,3,3,4,4,1,4,3,1,1,4,4,3,1,4,3,3,4,4,3,3,4,1,1,3,4,3,3,1,1,1,3,1,3,1,4,1,1,4,1,4,4,4,4,1,1,4,4,3,3,4,1,4,1,1,4,3,3,4,4,4,4,1,1,3,4,4,1,3,4,1,4,3,3,1,4,3,3,1,1,1,1,4,3,4,1,4,1,1,1,4,4,3,4,1,3,4,1,4,1,1,4,3,3,1,4,4,1,4,3,3,4,1,4,1,4,1,1,3,1,4,4,4,4,,,,,,,
Persons,102,,G.,Sense organ diseases,,,211.2,20.8,266.7,94.3,327.1,23.2,89.3,36.3,51.6,2.4,3.9,1305.3,2.4,68.0,45.2,1.5,57.9,6.0,58.3,36.1,11.0,1473.2,0.6,59.6,91.9,53.1,150.3,97.6,111.5,3.7,28.8,80.6,150.4,10682.2,344.9,4.3,19.0,30.6,122.8,44.4,119.7,3.3,83.0,147.5,275.0,20.0,5.4,67.0,104.7,960.0,47.9,3.5,32.2,11.2,682.6,5.9,22.3,266.5,9.3,8.0,41.0,380.0,133.9,49.1,95.8,77.4,11.0,3.3,80.4,46.7,95.0,0.9,13582.0,1956.3,409.4,175.3,13.4,19.5,322.3,19.8,547.6,19.6,73.3,190.4,10.0,22.1,60.9,18.5,34.4,11.4,22.7,31.9,23.5,1.8,117.1,76.4,228.5,2.1,95.8,1.5,27.9,11.2,741.0,10.8,4.7,264.1,145.2,767.7,11.2,227.0,56.4,14.5,37.5,122.9,971.9,16.5,13.4,1636.3,25.4,46.0,38.6,202.4,544.3,312.8,60.1,6.1,142.8,24.4,185.3,1140.0,50.3,113.4,76.4,79.6,33.9,22.3,39.5,19.6,3.0,78.4,328.9,59.0,214.4,171.4,261.4,3.9,5.4,38.8,30.5,112.0,29.8,742.0,16.2,8.2,34.3,10.0,77.7,553.4,21.3,126.0,369.5,14.2,274.3,236.5,880.0,35.8,104.3,177.7,863.2,150.6,55.5,63.9,,4,3,4,4,3,3,1,1,3,3,3,4,3,1,1,1,4,4,4,4,4,1,3,3,4,4,4,4,1,4,4,4,1,2,1,4,4,1,4,1,1,1,1,4,4,1,4,3,3,3,3,4,4,1,4,3,1,1,4,4,3,1,4,3,3,4,4,3,3,4,1,1,2,4,3,3,1,1,1,3,1,3,1,4,1,1,4,1,4,4,4,4,1,1,4,4,3,3,4,1,4,1,1,4,3,3,4,4,4,4,1,1,3,4,4,1,3,4,1,4,3,3,1,4,3,3,1,1,1,1,4,3,4,1,4,1,1,1,4,4,3,4,1,3,4,1,4,1,1,4,3,3,1,4,4,1,4,3,3,4,1,4,1,4,1,1,3,1,4,4,4,4,,,,,,,
Persons,110,,H.,Cardiovascular diseases,,,1549.9,315.5,2235.5,918.3,2196.1,352.0,755.4,512.9,700.4,15.0,21.9,3665.9,10.9,1535.1,561.3,7.4,405.1,25.1,498.1,384.0,76.2,9855.0,13.6,1218.2,596.6,365.1,575.5,779.9,1253.0,18.8,146.2,396.8,542.6,92345.3,1311.4,26.1,174.4,140.7,925.9,407.4,693.7,41.7,906.1,1942.2,2744.9,241.5,29.5,380.6,432.8,6091.2,221.5,35.0,182.3,141.4,1685.9,60.8,342.6,2537.6,56.4,58.8,626.3,5509.5,1108.2,855.9,270.6,462.2,70.5,61.1,568.1,231.2,1140.0,10.3,70129.7,13770.4,4246.6,1431.0,158.6,195.2,3277.1,135.0,5862.3,236.0,2018.4,967.0,74.5,418.0,262.6,316.1,190.0,91.4,111.9,252.3,362.3,20.3,864.7,482.9,1294.9,11.1,569.6,21.9,103.3,69.7,3316.1,222.8,69.7,1760.0,611.6,2792.8,79.1,1031.4,698.9,159.2,217.4,523.2,5353.0,209.7,81.5,6225.4,116.8,162.4,252.0,724.1,5663.7,3430.2,503.5,25.8,1299.9,500.8,2710.5,25877.4,287.4,998.0,280.2,1127.8,328.8,167.2,510.9,114.3,17.3,262.0,2787.7,334.2,2013.1,1250.3,1033.1,17.6,46.7,527.2,324.0,927.0,438.3,3151.2,228.1,38.9,229.0,94.5,674.8,4597.2,654.8,933.2,8822.8,129.7,2874.9,1063.0,16167.0,172.4,2321.3,1042.4,3413.3,1159.3,359.7,371.4,,4,3,4,4,3,3,1,1,3,3,3,4,3,1,1,1,4,4,4,4,4,1,3,3,4,4,4,4,1,4,4,4,1,2,1,4,4,1,4,1,1,1,1,4,4,1,4,3,3,3,3,4,4,1,4,3,1,1,4,4,3,1,4,3,3,4,4,3,3,4,1,1,2,4,3,3,1,1,1,3,1,3,1,4,1,1,4,1,4,4,4,4,1,1,4,4,3,3,4,1,4,1,1,4,3,3,4,4,4,4,1,1,3,4,4,1,3,4,1,4,3,3,1,4,3,3,1,1,1,1,4,3,4,1,4,1,1,1,4,4,3,4,1,3,4,1,4,1,1,4,3,3,1,4,4,1,4,3,3,4,1,4,1,4,1,1,3,1,4,4,4,4,,,,,,,
Persons,111,,,1.,Rheumatic heart disease,,173.4,7.3,44.5,52.6,72.6,4.0,9.0,4.5,11.7,0.1,0.4,154.7,0.1,15.8,7.1,0.2,18.5,1.3,17.9,2.8,2.5,121.2,0.2,21.2,33.4,31.3,47.8,38.6,11.9,0.5,13.2,29.7,5.9,1821.6,11.8,1.4,8.2,1.9,48.1,2.0,8.1,0.3,7.1,72.7,191.2,1.3,1.4,5.5,10.7,259.7,3.8,1.6,12.7,1.0,138.5,2.2,1.4,36.4,2.1,3.0,28.1,49.5,39.5,5.1,7.8,26.7,3.7,1.0,14.8,7.2,8.2,0.0,3723.6,486.4,138.3,49.0,1.9,4.8,56.2,3.2,46.5,3.3,38.5,56.5,0.5,10.5,16.4,6.9,3.0,5.7,5.5,6.4,4.6,0.1,51.9,38.1,22.6,0.3,45.7,0.2,4.6,0.6,31.4,17.8,0.8,48.2,46.5,183.4,2.5,57.5,3.1,4.9,4.1,33.5,282.8,1.1,6.7,313.4,1.2,16.5,4.8,21.3,213.7,63.6,4.6,0.5,9.2,4.9,13.2,303.4,15.0,6.3,14.3,3.8,20.7,1.4,3.4,1.9,1.2,26.2,56.0,23.0,45.9,25.7,68.9,0.1,3.2,2.9,2.0,11.4,14.6,161.1,0.9,2.8,12.4,0.5,15.9,358.9,20.7,66.0,63.7,4.5,22.6,68.3,101.5,1.4,61.8,6.6,104.7,97.1,24.1,49.5,,4,3,4,4,3,3,1,1,3,3,3,4,3,1,1,1,4,4,4,4,4,1,3,3,4,4,4,4,1,4,4,4,1,2,1,4,4,1,4,1,1,1,1,4,4,1,4,3,3,3,3,4,4,1,4,3,1,1,4,4,3,1,4,3,3,4,4,3,3,4,1,1,2,4,3,3,1,1,1,3,1,3,1,4,1,1,4,1,4,4,4,4,1,1,4,4,3,3,4,1,4,1,1,4,3,3,4,4,4,4,1,1,3,4,4,1,3,4,1,4,3,3,1,4,3,3,1,1,1,1,4,3,4,1,4,1,1,1,4,4,3,4,1,3,4,1,4,1,1,4,3,3,1,4,4,1,4,3,3,4,1,4,1,4,1,1,3,1,4,4,4,4,,,,,,,
